Respondent_ID,Persona_Segment,Q1_Age_Group,Q2_City_Type,Q3_Occupation,Q4_Monthly_Income_INR,Q5_Exercise_Frequency,Q6_Workout_Location,Q7_Primary_Fitness_Goal,Q8_Biggest_Fitness_Challenge,Q9_Diet_Type,Q10_Dietary_Restrictions_Allergies,Q11_Meal_Management,Q12_Biggest_Diet_Challenge,Q13_Travel_Frequency,Q14_Daily_Routine,Q15_Time_Available_for_Fitness,Q16_Current_Fitness_App_User,Q17_Preferred_App_Features,Q18_Willingness_to_Pay_Monthly,Q19_What_Would_Make_You_Pay,Q20_Likelihood_to_Use_App,Q21_Current_Weight_Category,Q22_Problem_Impact_Score_1_to_5,Q23_Days_Followed_Plan_in_Last_30_Days,Q24_When_You_Stop_Following_Routine,Q25_Why_Stopped_Using_Fitness_Apps,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay,Q27_Primary_Motivation_to_Stay_Fit,Q28_Level_of_Control_Over_Daily_Meals
1000,young_professional,25-34,Metro,Working Professional,"20,000-50,000",1-2 times/week,Outdoors,Muscle gain,Lack of time,Vegetarian,None,Mix of both,Budget constraints,Occasionally,Somewhat structured,<30 mins,Yes,"Form correction via video, Travel-friendly plans, Allergy-specific diets",₹999+,"Convenience, All-in-one solution, Expert guidance",Neutral,Overweight,4,11-20,Busy schedule,Not personalized,₹2000+,Mental well-being,Partial control
1001,student_hostel,18-24,Tier 3 / Rural,Working Professional,"<20,000",3-4 times/week,Home,General fitness,Lack of knowledge,Vegetarian,None,Order food frequently,Don't know what to eat,Rarely,Highly unpredictable,<30 mins,No,Diet planning,₹99-₹199,"Personalization, All-in-one solution, Proven results",Likely,Normal,4,0-5,Social events,Never used any,₹499,Health concerns,Very limited control (hostel/mess)
1002,gym_enthusiast,18-24,Tier 1,Working Professional,"50,000-1,00,000",5+ times/week,Gym,Muscle gain,No access to gym,Non-vegetarian,None,Home-cooked,No time to cook,Rarely,Somewhat structured,30-60 mins,Yes,"AI workout plan, Form correction via video",₹499-₹999,,Neutral,Normal,1,0-5,Social events,Too expensive,₹999,Performance/strength,Partial control
1003,family_health_seeker,35-44,Tier 1,Retired,"20,000-50,000",3-4 times/week,Gym,Weight loss,Lack of knowledge,Non-vegetarian,None,Home-cooked,Lack of consistency,Rarely,Highly unpredictable,<30 mins,Yes,"Calorie tracking via photo, Diet planning",₹999+,Personalization,Likely,Normal,5,6-10,Social events,No results,₹2000+,Mental well-being,Full control (cook myself)
1004,busy_traveler,25-34,Metro,Working Professional,"2,00,000+",5+ times/week,Outdoors,General fitness,Lack of time,Non-vegetarian,None,Mix of both,Don't know what to eat,Frequently,Very structured,30-60 mins,No,"AI workout plan, Travel-friendly plans",₹999+,"Proven results, All-in-one solution",Likely,Overweight,5,6-10,Busy schedule,,₹2000+,Mental well-being,Full control (cook myself)
1005,family_health_seeker,35-44,Tier 1,Homemaker,"50,000-1,00,000",3-4 times/week,Home,Weight loss,Lack of time,Vegetarian,None,Home-cooked,Don't know what to eat,Occasionally,Very structured,30-60 mins,Yes,"Form correction via video, Diet planning, Travel-friendly plans",₹999+,"Convenience, All-in-one solution, Personalization",Unlikely,Overweight,4,0-5,Travel,Lost motivation,₹2000+,Performance/strength,Full control (cook myself)
1006,busy_traveler,25-34,Tier 2,Working Professional,"50,000-1,00,000",5+ times/week,Home,Medical/rehabilitation,Lack of time,Non-vegetarian,None,Order food frequently,Budget constraints,Frequently,Highly unpredictable,<30 mins,Yes,"Travel-friendly plans, Allergy-specific diets",₹999+,"All-in-one solution, Proven results",Neutral,Obese,3,0-5,Lack of motivation,Too expensive,₹2000+,Mental well-being,Full control (cook myself)
1007,busy_traveler,25-34,Metro,Working Professional,"1,00,000-2,00,000",1-2 times/week,Outdoors,Weight loss,No proper diet,Non-vegetarian,None,Mix of both,No time to cook,Occasionally,Highly unpredictable,<30 mins,Yes,"Form correction via video, AI workout plan",₹999+,"Convenience, All-in-one solution",Unlikely,Normal,2,11-20,Don't see results,No results,₹2000+,Health concerns,Partial control
1008,family_health_seeker,35-44,Tier 2,Working Professional,"2,00,000+",1-2 times/week,Gym,General fitness,Lack of time,Vegan,None,Home-cooked,Lack of consistency,Rarely,Highly unpredictable,30-60 mins,No,Travel-friendly plans,₹999+,"Personalization, Convenience, Proven results",Neutral,Obese,4,11-20,Never started properly,Never used any,₹2000+,Mental well-being,Full control (cook myself)
1009,young_professional,18-24,Tier 1,Working Professional,"50,000-1,00,000",3-4 times/week,Outdoors,Weight loss,Lack of time,Non-vegetarian,None,Home-cooked,Lack of consistency,,Very structured,30-60 mins,Yes,"Diet planning, Form correction via video",₹499-₹999,"All-in-one solution, Proven results, Convenience",Likely,Normal,5,0-5,Busy schedule,Too complicated,₹999,Looking good (aesthetics),Very limited control (hostel/mess)
1010,gym_enthusiast,25-34,Tier 2,Working Professional,"<20,000",5+ times/week,Gym,Muscle gain,Lack of time,Non-vegetarian,Gluten intolerance,Mix of both,Lack of consistency,Occasionally,Very structured,60-90 mins,Yes,"Travel-friendly plans, AI workout plan",₹199-₹499,Convenience,Unlikely,Normal,2,20+,Busy schedule,Not personalized,₹999,Looking good (aesthetics),Full control (cook myself)
1011,young_professional,25-34,Metro,Working Professional,"50,000-1,00,000",1-2 times/week,Gym,General fitness,Lack of knowledge,Non-vegetarian,None,Order food frequently,Budget constraints,Frequently,Somewhat structured,30-60 mins,Yes,Form correction via video,₹499-₹999,"Personalization, Proven results, Expert guidance",Unlikely,Obese,1,11-20,Travel,No results,₹2000+,Health concerns,Partial control
1012,older_active,55+,Tier 3 / Rural,Retired,"20,000-50,000",1-2 times/week,Home,General fitness,Lack of knowledge,Vegan,None,Home-cooked,Cravings,Rarely,Very structured,<30 mins,No,"Diet planning, AI workout plan, Form correction via video",₹199-₹499,"All-in-one solution, Expert guidance",Neutral,Obese,5,0-5,Don't see results,Never used any,₹499,Health concerns,Full control (cook myself)
1013,older_active,55+,Metro,Retired,"50,000-1,00,000",1-2 times/week,Home,Muscle gain,Lack of knowledge,Vegetarian,Gluten intolerance,Home-cooked,Lack of consistency,Rarely,Very structured,<30 mins,No,"Form correction via video, Allergy-specific diets",₹999+,"Proven results, Expert guidance, Personalization",Likely,Overweight,5,0-5,Busy schedule,Never used any,₹2000+,Mental well-being,Full control (cook myself)
1014,student_hostel,18-24,Tier 1,Student,"<20,000",1-2 times/week,Home,General fitness,No proper diet,Vegetarian,None,Mix of both,No time to cook,Rarely,Very structured,30-60 mins,Yes,"Form correction via video, AI workout plan",₹199-₹499,"Proven results, Convenience",Very likely,Obese,5,11-20,Lack of motivation,Lost motivation,₹999,Looking good (aesthetics),Very limited control (hostel/mess)
1015,busy_traveler,25-34,Metro,Homemaker,"2,00,000+",1-2 times/week,Gym,General fitness,Lack of time,Eggetarian,None,,No time to cook,Frequently,Somewhat structured,<30 mins,Yes,"Calorie tracking via photo, Travel-friendly plans, AI workout plan",₹999+,"Personalization, Expert guidance",Neutral,Overweight,5,11-20,Travel,No results,₹2000+,Performance/strength,Partial control
1016,older_active,55+,Tier 2,Retired,"1,00,000-2,00,000",5+ times/week,Home,Weight loss,No access to gym,Vegan,Lactose intolerance,Home-cooked,Don't know what to eat,Rarely,Highly unpredictable,30-60 mins,No,"AI workout plan, Allergy-specific diets",₹999+,Personalization,Very unlikely,Normal,3,11-20,Busy schedule,Never used any,₹2000+,Social pressure,Partial control
1017,student_hostel,25-34,Tier 2,Student,"<20,000",Never,Gym,Muscle gain,Lack of knowledge,Vegan,None,Order food frequently,Don't know what to eat,Rarely,Highly unpredictable,30-60 mins,No,"Form correction via video, Diet planning, AI workout plan",₹99-₹199,"All-in-one solution, Expert guidance",Neutral,Overweight,5,0-5,Lack of motivation,Never used any,₹499,Health concerns,Very limited control (hostel/mess)
1018,gym_enthusiast,18-24,Tier 3 / Rural,Working Professional,"20,000-50,000",3-4 times/week,Gym,General fitness,No proper diet,Non-vegetarian,None,Home-cooked,Cravings,Rarely,Very structured,30-60 mins,Yes,"AI workout plan, Form correction via video",₹499-₹999,"Proven results, All-in-one solution",Neutral,Normal,4,0-5,Don't see results,No results,₹2000+,Looking good (aesthetics),Full control (cook myself)
1019,older_active,35-44,Metro,Retired,"<20,000",1-2 times/week,Home,General fitness,Lack of time,Vegan,None,Home-cooked,Lack of consistency,Occasionally,Somewhat structured,30-60 mins,No,Allergy-specific diets,₹199-₹499,"Expert guidance, Proven results",Neutral,Overweight,5,20+,Busy schedule,Never used any,₹499,Health concerns,Full control (cook myself)
1020,student_hostel,Under 18,Tier 2,Student,"1,00,000-2,00,000",3-4 times/week,Home,Weight loss,No proper diet,Vegetarian,None,Mix of both,Budget constraints,Rarely,Somewhat structured,<30 mins,Yes,"Diet planning, Calorie tracking via photo, Form correction via video",₹499-₹999,"Proven results, Personalization, All-in-one solution",Neutral,Overweight,5,11-20,Lack of motivation,Too complicated,₹999,Looking good (aesthetics),Partial control
1021,busy_traveler,25-34,Tier 1,Working Professional,"50,000-1,00,000",3-4 times/week,Home,General fitness,No proper diet,Vegetarian,None,Mix of both,Lack of consistency,Frequently,Highly unpredictable,30-60 mins,No,"AI workout plan, Travel-friendly plans, Diet planning",₹999+,"Proven results, Personalization, All-in-one solution",Very likely,Normal,5,0-5,Travel,Never used any,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess)
1022,young_professional,25-34,Metro,Working Professional,"<20,000",Never,I don't work out,Muscle gain,Lack of time,Eggetarian,None,Order food frequently,No time to cook,Occasionally,Somewhat structured,<30 mins,No,"Form correction via video, Calorie tracking via photo, Travel-friendly plans",₹199-₹499,Proven results,Neutral,Overweight,3,6-10,Travel,Never used any,₹999,Mental well-being,Partial control
1023,older_active,55+,Tier 2,Retired,"50,000-1,00,000",3-4 times/week,Home,General fitness,Lack of motivation,Vegetarian,Gluten intolerance,Home-cooked,Budget constraints,Rarely,Very structured,<30 mins,No,"Diet planning, Allergy-specific diets",Free only,All-in-one solution,Very unlikely,Underweight,1,11-20,Social events,Never used any,₹999,Health concerns,Full control (cook myself)
1024,older_active,55+,Tier 2,Business Owner,"1,00,000-2,00,000",3-4 times/week,Home,Medical/rehabilitation,Lack of motivation,Vegetarian,Lactose intolerance,Home-cooked,Don't know what to eat,Occasionally,Highly unpredictable,<30 mins,No,"Diet planning, Allergy-specific diets",₹999+,"Expert guidance, Personalization",Unlikely,Normal,2,0-5,Travel,Never used any,₹2000+,Health concerns,Partial control
1025,older_active,45-54,Tier 2,Homemaker,"50,000-1,00,000",1-2 times/week,Home,Not sure,No access to gym,Non-vegetarian,None,,Don't know what to eat,Rarely,Very structured,30-60 mins,Yes,"Form correction via video, Allergy-specific diets, AI workout plan",₹199-₹499,Proven results,Neutral,Obese,3,11-20,Never started properly,Not personalized,₹2000+,Mental well-being,Full control (cook myself)
1026,young_professional,25-34,Tier 2,Working Professional,"20,000-50,000",1-2 times/week,Gym,Muscle gain,Lack of knowledge,Non-vegetarian,None,Mix of both,Lack of consistency,Rarely,Somewhat structured,<30 mins,Yes,"AI workout plan, Form correction via video",₹499-₹999,"Expert guidance, All-in-one solution",Likely,Overweight,4,11-20,Busy schedule,Too expensive,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess)
1027,family_health_seeker,55+,Metro,Homemaker,"1,00,000-2,00,000",Never,I don't work out,General fitness,Lack of time,Vegetarian,None,Hostel/mess food,Cravings,Rarely,Very structured,<30 mins,No,"Allergy-specific diets, Diet planning, AI workout plan",₹199-₹499,"All-in-one solution, Convenience",Neutral,Obese,5,11-20,Social events,Never used any,₹999,Health concerns,Full control (cook myself)
1028,family_health_seeker,25-34,Tier 1,Homemaker,"50,000-1,00,000",1-2 times/week,Gym,Weight loss,Lack of time,Vegetarian,None,Mix of both,Don't know what to eat,Occasionally,Somewhat structured,<30 mins,No,"Diet planning, Allergy-specific diets",₹199-₹499,"Personalization, Proven results",Unlikely,Normal,4,0-5,Travel,Never used any,₹999,Performance/strength,Full control (cook myself)
1029,young_professional,25-34,Tier 1,Working Professional,"<20,000",1-2 times/week,Gym,Weight loss,Lack of motivation,Non-vegetarian,Lactose intolerance,Mix of both,Lack of consistency,Occasionally,Highly unpredictable,<30 mins,Yes,"Form correction via video, Allergy-specific diets, Travel-friendly plans",₹499-₹999,"Proven results, All-in-one solution, Personalization",Likely,Normal,4,0-5,Busy schedule,No results,₹999,Mental well-being,Very limited control (hostel/mess)
1030,family_health_seeker,35-44,Tier 3 / Rural,Working Professional,"20,000-50,000",5+ times/week,Home,General fitness,Lack of motivation,Vegetarian,None,Mix of both,Don't know what to eat,Rarely,Somewhat structured,<30 mins,No,"Allergy-specific diets, Calorie tracking via photo",₹499-₹999,"Proven results, Expert guidance",Likely,Overweight,5,0-5,Busy schedule,Never used any,₹2000+,Mental well-being,Full control (cook myself)
1031,student_hostel,18-24,Metro,Student,"20,000-50,000",Never,I don't work out,Weight loss,No proper diet,Eggetarian,Other,Home-cooked,Budget constraints,Rarely,Somewhat structured,30-60 mins,Yes,"Calorie tracking via photo, Travel-friendly plans, Diet planning",₹199-₹499,"All-in-one solution, Personalization",Unlikely,Normal,2,0-5,Busy schedule,Too expensive,₹499,Looking good (aesthetics),Very limited control (hostel/mess)
1032,gym_enthusiast,18-24,Tier 2,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,Weight loss,No access to gym,Non-vegetarian,None,Mix of both,Lack of consistency,Occasionally,Somewhat structured,<30 mins,Yes,"AI workout plan, Calorie tracking via photo, Form correction via video",₹499-₹999,,Neutral,Normal,4,6-10,Social events,Not personalized,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess)
1033,young_professional,18-24,Tier 2,Homemaker,"50,000-1,00,000",3-4 times/week,Home,Weight loss,Lack of time,Non-vegetarian,None,Mix of both,No time to cook,Occasionally,Highly unpredictable,<30 mins,Yes,"Calorie tracking via photo, AI workout plan",₹499-₹999,"Convenience, Personalization",Neutral,Normal,4,11-20,Busy schedule,Too expensive,₹2000+,Health concerns,Full control (cook myself)
1034,student_hostel,18-24,Metro,Working Professional,"50,000-1,00,000",Never,I don't work out,Muscle gain,Lack of motivation,Non-vegetarian,None,Mix of both,No time to cook,Rarely,Highly unpredictable,<30 mins,Yes,"Travel-friendly plans, Diet planning, AI workout plan",₹499-₹999,"Proven results, All-in-one solution, Personalization",Unlikely,Underweight,3,0-5,Social events,Too expensive,₹2000+,Performance/strength,Very limited control (hostel/mess)
1035,student_hostel,18-24,Tier 2,Working Professional,"50,000-1,00,000",1-2 times/week,Home,General fitness,No access to gym,Non-vegetarian,None,Home-cooked,Don't know what to eat,Rarely,Highly unpredictable,<30 mins,No,Diet planning,₹199-₹499,,Very unlikely,Underweight,3,6-10,Lack of motivation,Never used any,₹499,Health concerns,Very limited control (hostel/mess)
1036,busy_traveler,25-34,Metro,Working Professional,"50,000-1,00,000",1-2 times/week,Home,Weight loss,Lack of motivation,Non-vegetarian,None,Order food frequently,Lack of consistency,Frequently,Highly unpredictable,<30 mins,Yes,"Form correction via video, Diet planning, Travel-friendly plans",₹499-₹999,"Proven results, Personalization, Convenience",Neutral,Obese,4,0-5,Social events,Not personalized,₹2000+,Performance/strength,Partial control
1037,young_professional,25-34,Metro,Working Professional,"50,000-1,00,000",5+ times/week,Outdoors,Not sure,Lack of time,Vegan,None,Mix of both,Budget constraints,Occasionally,Very structured,<30 mins,No,AI workout plan,₹499-₹999,"All-in-one solution, Personalization, Proven results",Unlikely,Obese,3,0-5,Busy schedule,Never used any,₹2000+,Looking good (aesthetics),Full control (cook myself)
1038,busy_traveler,55+,Metro,Working Professional,"2,00,000+",5+ times/week,Outdoors,General fitness,Lack of time,Non-vegetarian,None,Mix of both,Cravings,Frequently,Highly unpredictable,<30 mins,Yes,"Calorie tracking via photo, Diet planning",₹499-₹999,"Proven results, All-in-one solution",Neutral,Normal,3,0-5,Travel,Too expensive,₹2000+,Mental well-being,Full control (cook myself)
