Respondent_ID,Persona_Segment,Q1_Age_Group,Q2_City_Type,Q3_Occupation,Q4_Monthly_Income_INR,Q5_Exercise_Frequency,Q6_Workout_Location,Q7_Primary_Fitness_Goal,Q8_Biggest_Fitness_Challenge,Q9_Diet_Type,Q10_Dietary_Restrictions_Allergies,Q11_Meal_Management,Q12_Biggest_Diet_Challenge,Q13_Travel_Frequency,Q14_Daily_Routine,Q15_Time_Available_for_Fitness,Q16_Current_Fitness_App_User,Q17_Preferred_App_Features,Q18_Willingness_to_Pay_Monthly,Q19_What_Would_Make_You_Pay,Q20_Likelihood_to_Use_App,Q21_Current_Weight_Category,Q22_Problem_Impact_Score_1_to_5,Q23_Days_Followed_Plan_in_Last_30_Days,Q24_When_You_Stop_Following_Routine,Q25_Why_Stopped_Using_Fitness_Apps,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay,Q27_Primary_Motivation_to_Stay_Fit,Q28_Level_of_Control_Over_Daily_Meals,Q4_Monthly_Income_INR_Code,Q5_Exercise_Frequency_Code,Q13_Travel_Frequency_Code,Q14_Daily_Routine_Code,Q15_Time_Available_for_Fitness_Code,Q18_Willingness_to_Pay_Monthly_Code,Q20_Likelihood_to_Use_App_Code,Q23_Days_Followed_Plan_in_Last_30_Days_Code,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay_Code,Feat_AI_workout_plan,Feat_Form_correction_via_video,Feat_Diet_planning,Feat_Calorie_tracking_via_photo,Feat_Travel_friendly_plans,Feat_Allergy_specific_diets,PayReason_Proven_results,PayReason_Personalization,PayReason_Expert_guidance,PayReason_Convenience,PayReason_All_in_one_solution
1091,older_active,45-54,Tier 2,Retired,"20,000-50,000",1-2 times/week,Home,Weight loss,Lack of knowledge,Eggetarian,Lactose intolerance,Home-cooked,Don't know what to eat,Rarely,Very structured,60-90 mins,Yes,"Diet planning, Allergy-specific diets, Travel-friendly plans",₹499-₹999,"Expert guidance, All-in-one solution, Personalization",Unlikely,Normal,3,20+,Don't see results,Too expensive,₹2000+,Health concerns,Partial control,1,1,0.0,0,2,3,1,3,4,0,0,1,0,1,1,0,1,1,0,1
1092,busy_traveler,25-34,Metro,Working Professional,"1,00,000-2,00,000",3-4 times/week,Gym,Muscle gain,Lack of time,Non-vegetarian,None,Home-cooked,Lack of consistency,Occasionally,Highly unpredictable,<30 mins,No,"AI workout plan, Travel-friendly plans, Calorie tracking via photo",₹999+,"Proven results, All-in-one solution",Unlikely,Normal,4,6-10,Busy schedule,Never used any,₹2000+,Looking good (aesthetics),Partial control,3,2,1.0,2,0,4,1,1,4,1,0,0,1,1,0,1,0,0,0,1
1093,gym_enthusiast,18-24,Tier 3 / Rural,Working Professional,"2,00,000+",3-4 times/week,Gym,General fitness,Lack of motivation,Non-vegetarian,None,Hostel/mess food,No time to cook,Occasionally,Somewhat structured,<30 mins,Yes,"Form correction via video, Allergy-specific diets, AI workout plan",₹999+,All-in-one solution,Neutral,Obese,4,20+,Social events,Not personalized,₹2000+,Performance/strength,Partial control,4,2,1.0,1,0,4,2,3,4,1,1,0,0,0,1,0,0,0,0,1
1094,gym_enthusiast,18-24,Metro,Working Professional,"<20,000",5+ times/week,Gym,Muscle gain,No proper diet,Eggetarian,None,Home-cooked,No time to cook,Frequently,Very structured,<30 mins,Yes,"AI workout plan, Travel-friendly plans, Calorie tracking via photo",₹999+,"Personalization, Proven results, Expert guidance",Very likely,Normal,5,20+,Lack of motivation,Too expensive,₹2000+,Health concerns,Partial control,0,3,2.0,0,0,4,4,3,4,1,0,0,1,1,0,1,1,1,0,0
1095,young_professional,25-34,Tier 1,Homemaker,"50,000-1,00,000",Never,I don't work out,Muscle gain,No proper diet,Non-vegetarian,,Home-cooked,No time to cook,Rarely,Highly unpredictable,30-60 mins,Yes,"Form correction via video, Calorie tracking via photo, Allergy-specific diets",₹499-₹999,"All-in-one solution, Personalization",Neutral,Normal,4,20+,Busy schedule,Too complicated,₹2000+,Performance/strength,Full control (cook myself),2,0,0.0,2,1,3,2,3,4,0,1,0,1,0,1,0,1,0,0,1
1096,student_hostel,25-34,Tier 2,Student,"<20,000",1-2 times/week,Home,General fitness,No proper diet,Non-vegetarian,None,Order food frequently,Cravings,Rarely,Highly unpredictable,30-60 mins,Yes,"Calorie tracking via photo, AI workout plan, Diet planning",₹499-₹999,"All-in-one solution, Proven results, Convenience",Neutral,Overweight,4,11-20,Busy schedule,Too expensive,₹199,Performance/strength,Very limited control (hostel/mess),0,1,0.0,2,1,3,2,2,1,1,0,1,1,0,0,1,0,0,1,1
1097,young_professional,25-34,Tier 1,Working Professional,"20,000-50,000",Never,I don't work out,Muscle gain,Lack of time,Vegetarian,None,Mix of both,No time to cook,Rarely,Somewhat structured,<30 mins,No,"Form correction via video, Calorie tracking via photo, AI workout plan",₹199-₹499,"Proven results, All-in-one solution, Convenience",Likely,Overweight,5,11-20,Never started properly,Never used any,₹999,Social pressure,Full control (cook myself),1,0,0.0,1,0,2,3,2,3,1,1,0,1,0,0,1,0,0,1,1
1098,student_hostel,18-24,Tier 1,Student,"<20,000",5+ times/week,Outdoors,Not sure,No proper diet,Vegetarian,None,Order food frequently,No time to cook,Rarely,Highly unpredictable,30-60 mins,No,"Travel-friendly plans, Form correction via video",₹99-₹199,"Proven results, Personalization, Convenience",Neutral,Normal,3,11-20,Lack of motivation,Never used any,₹499,Looking good (aesthetics),Very limited control (hostel/mess),0,3,0.0,2,1,1,2,2,2,0,1,0,0,1,0,1,1,0,1,0
1099,family_health_seeker,35-44,Metro,Homemaker,"20,000-50,000",5+ times/week,Home,General fitness,No proper diet,Vegetarian,None,Home-cooked,Budget constraints,,Very structured,30-60 mins,No,"Allergy-specific diets, Diet planning",₹499-₹999,"Expert guidance, Proven results",Very likely,Overweight,5,6-10,Social events,Never used any,₹2000+,Health concerns,Full control (cook myself),1,3,,0,1,3,4,1,4,0,0,1,0,0,1,1,0,1,0,0
1100,young_professional,35-44,Tier 1,Working Professional,"50,000-1,00,000",1-2 times/week,Outdoors,General fitness,Lack of time,Eggetarian,None,Mix of both,No time to cook,Frequently,Highly unpredictable,<30 mins,Yes,"Travel-friendly plans, AI workout plan, Form correction via video",₹499-₹999,"Personalization, All-in-one solution, Proven results",Neutral,Normal,4,6-10,Never started properly,Too expensive,₹2000+,Performance/strength,Full control (cook myself),2,1,2.0,2,0,3,2,1,4,1,1,0,0,1,0,1,1,0,0,1
1101,student_hostel,18-24,Tier 1,Student,"<20,000",5+ times/week,Gym,Muscle gain,Lack of time,Non-vegetarian,None,Hostel/mess food,No time to cook,Rarely,Somewhat structured,30-60 mins,Yes,"Diet planning, Calorie tracking via photo, Form correction via video",₹99-₹199,"Proven results, Convenience, Expert guidance",Neutral,Normal,2,20+,Lack of motivation,Too complicated,₹499,Performance/strength,Very limited control (hostel/mess),0,3,0.0,1,1,1,2,3,2,0,1,1,1,0,0,1,0,1,1,0
1102,older_active,55+,Metro,Retired,"<20,000",Never,I don't work out,General fitness,Lack of time,Eggetarian,None,Home-cooked,Cravings,Rarely,Very structured,<30 mins,No,"Diet planning, AI workout plan",₹99-₹199,"Proven results, Expert guidance, Personalization",Likely,Obese,5,11-20,Don't see results,Never used any,₹199,Mental well-being,Partial control,0,0,0.0,0,0,1,3,2,1,1,0,1,0,0,0,1,1,1,0,0
1103,family_health_seeker,35-44,Tier 2,Homemaker,"20,000-50,000",Never,I don't work out,Weight loss,Lack of time,Vegan,None,Home-cooked,Lack of consistency,Occasionally,Very structured,30-60 mins,Yes,"Diet planning, Calorie tracking via photo",₹499-₹999,"Proven results, Expert guidance, Personalization",Neutral,Overweight,5,20+,Social events,Too complicated,₹999,Mental well-being,Partial control,1,0,1.0,0,1,3,2,3,3,0,0,1,1,0,0,1,1,1,0,0
1104,older_active,35-44,Metro,Working Professional,"50,000-1,00,000",1-2 times/week,Gym,General fitness,Lack of time,Vegan,None,Home-cooked,Lack of consistency,Rarely,Somewhat structured,60-90 mins,No,"Allergy-specific diets, Travel-friendly plans, AI workout plan",₹499-₹999,"Proven results, Personalization, All-in-one solution",Neutral,Overweight,4,6-10,Don't see results,Never used any,₹2000+,Health concerns,Full control (cook myself),2,1,0.0,1,2,3,2,1,4,1,0,0,0,1,1,1,1,0,0,1
1105,older_active,55+,Tier 2,Homemaker,"20,000-50,000",3-4 times/week,Home,Weight loss,Lack of motivation,Eggetarian,None,Home-cooked,Lack of consistency,Occasionally,Somewhat structured,30-60 mins,No,"Form correction via video, AI workout plan",₹499-₹999,"Expert guidance, Personalization",Neutral,Overweight,2,6-10,Don't see results,Never used any,₹2000+,Mental well-being,Very limited control (hostel/mess),1,2,1.0,1,1,3,2,1,4,1,1,0,0,0,0,0,1,1,0,0
1106,student_hostel,18-24,Tier 2,Student,"20,000-50,000",1-2 times/week,Outdoors,Not sure,No proper diet,Vegetarian,None,Hostel/mess food,Budget constraints,Rarely,Somewhat structured,<30 mins,No,"Diet planning, AI workout plan, Calorie tracking via photo",₹199-₹499,Expert guidance,Neutral,Overweight,3,0-5,Social events,Never used any,₹999,Looking good (aesthetics),Partial control,1,1,0.0,1,0,2,2,0,3,1,0,1,1,0,0,0,0,1,0,0
1107,young_professional,25-34,Tier 1,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,Weight loss,Lack of knowledge,Vegetarian,None,Home-cooked,Budget constraints,Rarely,Somewhat structured,<30 mins,No,"AI workout plan, Diet planning, Form correction via video",₹199-₹499,"All-in-one solution, Convenience, Proven results",Neutral,Obese,5,6-10,Travel,Never used any,₹499,Health concerns,Very limited control (hostel/mess),2,2,0.0,1,0,2,2,1,2,1,1,1,0,0,0,1,0,0,1,1
1108,busy_traveler,55+,Tier 3 / Rural,Working Professional,"2,00,000+",1-2 times/week,Home,General fitness,Lack of time,Non-vegetarian,,Mix of both,Lack of consistency,Frequently,Somewhat structured,60-90 mins,No,"Diet planning, AI workout plan",₹999+,"Proven results, All-in-one solution, Convenience",Likely,Overweight,5,0-5,Lack of motivation,Never used any,₹2000+,Mental well-being,Partial control,4,1,2.0,1,2,4,3,0,4,1,0,1,0,0,0,1,0,0,1,1
1109,busy_traveler,25-34,Tier 1,Student,"1,00,000-2,00,000",3-4 times/week,Outdoors,General fitness,Lack of time,Non-vegetarian,Gluten intolerance,Mix of both,No time to cook,Occasionally,Somewhat structured,<30 mins,Yes,"Travel-friendly plans, AI workout plan, Allergy-specific diets",₹999+,"Personalization, Convenience",Very likely,Normal,5,6-10,Travel,Too complicated,₹2000+,Mental well-being,Partial control,3,2,1.0,1,0,4,4,1,4,1,0,0,0,1,1,0,1,0,1,0
1110,student_hostel,18-24,Tier 2,Student,"<20,000",1-2 times/week,Gym,Weight loss,Lack of knowledge,Non-vegetarian,None,Order food frequently,Lack of consistency,Occasionally,Somewhat structured,60-90 mins,No,"Diet planning, Calorie tracking via photo",₹199-₹499,"Personalization, Proven results",Unlikely,Normal,4,20+,Lack of motivation,Never used any,₹999,Looking good (aesthetics),Partial control,0,1,1.0,1,2,2,1,3,3,0,0,1,1,0,0,1,1,0,0,0
1111,family_health_seeker,25-34,Metro,Homemaker,"50,000-1,00,000",Never,I don't work out,Weight loss,Lack of time,Vegetarian,Other,Home-cooked,Cravings,Rarely,Somewhat structured,30-60 mins,No,"Allergy-specific diets, Calorie tracking via photo, AI workout plan",₹199-₹499,All-in-one solution,Very unlikely,Overweight,2,0-5,Social events,Never used any,₹999,Looking good (aesthetics),Full control (cook myself),2,0,0.0,1,1,2,0,0,3,1,0,0,1,0,1,0,0,0,0,1
1112,young_professional,25-34,Tier 1,Working Professional,"2,00,000+",5+ times/week,Gym,Weight loss,Lack of motivation,Vegetarian,None,Mix of both,Budget constraints,Occasionally,Somewhat structured,<30 mins,Yes,"AI workout plan, Calorie tracking via photo",₹999+,Proven results,Likely,Overweight,4,0-5,Busy schedule,Too complicated,₹2000+,Social pressure,Full control (cook myself),4,3,1.0,1,0,4,3,0,4,1,0,0,1,0,0,1,0,0,0,0
1113,young_professional,35-44,Tier 2,Working Professional,"20,000-50,000",3-4 times/week,Gym,Not sure,No proper diet,Non-vegetarian,None,Home-cooked,Lack of consistency,Occasionally,Somewhat structured,30-60 mins,Yes,"Diet planning, Form correction via video, AI workout plan",₹199-₹499,"All-in-one solution, Convenience",Neutral,Overweight,3,6-10,Busy schedule,Lost motivation,₹499,Health concerns,Partial control,1,2,1.0,1,1,2,2,1,2,1,1,1,0,0,0,0,0,0,1,1
1114,gym_enthusiast,25-34,Tier 1,Working Professional,"<20,000",3-4 times/week,Gym,Weight loss,Lack of motivation,Vegetarian,None,Mix of both,Cravings,Occasionally,Somewhat structured,60-90 mins,No,"Calorie tracking via photo, Form correction via video, Allergy-specific diets",₹499-₹999,"Expert guidance, Personalization, Proven results",Unlikely,Overweight,3,11-20,Busy schedule,Never used any,₹999,Performance/strength,Partial control,0,2,1.0,1,2,3,1,2,3,0,1,0,1,0,1,1,1,1,0,0
1115,gym_enthusiast,25-34,Metro,Student,"20,000-50,000",5+ times/week,Gym,Muscle gain,No proper diet,Eggetarian,None,Hostel/mess food,Lack of consistency,Frequently,Somewhat structured,30-60 mins,Yes,"Form correction via video, Travel-friendly plans, AI workout plan",₹999+,"All-in-one solution, Personalization",Very likely,Underweight,5,11-20,Travel,Not personalized,₹2000+,Mental well-being,Very limited control (hostel/mess),1,3,2.0,1,1,4,4,2,4,1,1,0,0,1,0,0,1,0,0,1
1116,gym_enthusiast,35-44,Metro,Working Professional,"50,000-1,00,000",5+ times/week,Outdoors,Muscle gain,Lack of motivation,Eggetarian,None,Home-cooked,Lack of consistency,Rarely,Very structured,90+ mins,Yes,"Travel-friendly plans, Calorie tracking via photo",₹999+,"Personalization, Proven results",Neutral,Overweight,5,6-10,Never started properly,Too expensive,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess),2,3,0.0,0,3,4,2,1,4,0,0,0,1,1,0,1,1,0,0,0
1117,student_hostel,18-24,Metro,Student,"<20,000",Never,I don't work out,Not sure,No proper diet,Vegetarian,Lactose intolerance,Mix of both,No time to cook,Frequently,Very structured,<30 mins,Yes,"Diet planning, Calorie tracking via photo, Travel-friendly plans",₹99-₹199,"All-in-one solution, Personalization, Proven results",Neutral,Underweight,2,11-20,Never started properly,Lost motivation,₹199,Looking good (aesthetics),Very limited control (hostel/mess),0,0,2.0,0,0,1,2,2,1,0,0,1,1,1,0,1,1,0,0,1
1118,family_health_seeker,55+,Tier 3 / Rural,Homemaker,"20,000-50,000",1-2 times/week,Home,General fitness,Lack of time,Vegan,Nut allergies,Home-cooked,Budget constraints,Occasionally,Very structured,<30 mins,No,"Allergy-specific diets, Diet planning, Calorie tracking via photo",₹499-₹999,,Neutral,Obese,5,0-5,Don't see results,Never used any,₹2000+,Performance/strength,Full control (cook myself),1,1,1.0,0,0,3,2,0,4,0,0,1,1,0,1,0,0,0,0,0
1119,young_professional,18-24,Tier 2,Working Professional,"20,000-50,000",1-2 times/week,Gym,Not sure,No proper diet,Non-vegetarian,None,Home-cooked,Lack of consistency,Rarely,Somewhat structured,30-60 mins,No,"Form correction via video, Calorie tracking via photo",₹499-₹999,,Likely,Overweight,5,20+,Lack of motivation,Never used any,₹2000+,Health concerns,Partial control,1,1,0.0,1,1,3,3,3,4,0,1,0,1,0,0,0,0,0,0,0
1120,student_hostel,18-24,Tier 2,Student,"<20,000",3-4 times/week,Home,Not sure,Lack of knowledge,Vegetarian,None,Mix of both,Budget constraints,Rarely,Somewhat structured,<30 mins,No,"Diet planning, Allergy-specific diets, Calorie tracking via photo",₹199-₹499,"Proven results, All-in-one solution",Neutral,Overweight,5,6-10,Lack of motivation,Never used any,₹499,Looking good (aesthetics),Partial control,0,2,0.0,1,0,2,2,1,2,0,0,1,1,0,1,1,0,0,0,1
1121,family_health_seeker,25-34,Tier 1,Working Professional,"20,000-50,000",1-2 times/week,Home,General fitness,Lack of time,Non-vegetarian,None,Mix of both,Lack of consistency,Occasionally,Somewhat structured,<30 mins,No,"Diet planning, Form correction via video",₹999+,"Convenience, Proven results, Expert guidance",Likely,Overweight,5,0-5,Busy schedule,Never used any,₹2000+,Mental well-being,Full control (cook myself),1,1,1.0,1,0,4,3,0,4,0,1,1,0,0,0,1,0,1,1,0
1122,older_active,55+,Metro,Retired,"20,000-50,000",Never,I don't work out,Weight loss,Lack of motivation,Vegan,Lactose intolerance,Home-cooked,Don't know what to eat,Frequently,Very structured,90+ mins,No,"Travel-friendly plans, Diet planning",₹499-₹999,"Expert guidance, All-in-one solution, Personalization",Neutral,Overweight,5,0-5,Never started properly,Never used any,₹2000+,Health concerns,Full control (cook myself),1,0,2.0,0,3,3,2,0,4,0,0,1,0,1,0,0,1,1,0,1
1123,family_health_seeker,35-44,Tier 1,Homemaker,"1,00,000-2,00,000",1-2 times/week,Gym,General fitness,No proper diet,Vegetarian,Lactose intolerance,Home-cooked,Don't know what to eat,Rarely,Highly unpredictable,<30 mins,Yes,"Diet planning, Allergy-specific diets, Travel-friendly plans",₹999+,"Personalization, Expert guidance",Neutral,Normal,3,0-5,Travel,No results,₹2000+,Performance/strength,Full control (cook myself),3,1,0.0,2,0,4,2,0,4,0,0,1,0,1,1,0,1,1,0,0
1124,family_health_seeker,35-44,Tier 3 / Rural,Retired,"<20,000",Never,I don't work out,Weight loss,Lack of motivation,Non-vegetarian,None,Order food frequently,Don't know what to eat,Rarely,Highly unpredictable,60-90 mins,Yes,"Allergy-specific diets, Calorie tracking via photo, Diet planning",₹199-₹499,Expert guidance,Very unlikely,Normal,3,0-5,Busy schedule,Not personalized,₹999,Health concerns,Partial control,0,0,0.0,2,2,2,0,0,3,0,0,1,1,0,1,0,0,1,0,0
1125,busy_traveler,18-24,Metro,Business Owner,"20,000-50,000",1-2 times/week,Gym,Muscle gain,Lack of motivation,Non-vegetarian,None,Mix of both,Budget constraints,Frequently,Highly unpredictable,30-60 mins,No,Calorie tracking via photo,₹199-₹499,"All-in-one solution, Expert guidance",Very unlikely,Overweight,3,20+,Busy schedule,Never used any,₹499,Health concerns,Partial control,1,1,2.0,2,1,2,0,3,2,0,0,0,1,0,0,0,0,1,0,1
1126,gym_enthusiast,18-24,Tier 2,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,General fitness,Lack of time,Vegetarian,None,,Cravings,Occasionally,Highly unpredictable,60-90 mins,No,"AI workout plan, Calorie tracking via photo",₹499-₹999,Personalization,Neutral,Underweight,3,11-20,Don't see results,Never used any,₹2000+,Performance/strength,Partial control,2,2,1.0,2,2,3,2,2,4,1,0,0,1,0,0,0,1,0,0,0
1127,student_hostel,18-24,Tier 2,Business Owner,"50,000-1,00,000",3-4 times/week,Gym,Muscle gain,Lack of knowledge,Non-vegetarian,None,Home-cooked,Lack of consistency,Rarely,Highly unpredictable,30-60 mins,No,"Form correction via video, Diet planning, Travel-friendly plans",₹499-₹999,"All-in-one solution, Proven results",Very unlikely,Overweight,2,6-10,Lack of motivation,Never used any,₹999,Looking good (aesthetics),Partial control,2,2,0.0,2,1,3,0,1,3,0,1,1,0,1,0,1,0,0,0,1
1128,young_professional,25-34,Tier 2,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Home-cooked,No time to cook,Rarely,Somewhat structured,<30 mins,Yes,"Form correction via video, AI workout plan",₹999+,"Personalization, Proven results, All-in-one solution",Likely,Normal,4,0-5,Lack of motivation,Too complicated,₹2000+,Mental well-being,Full control (cook myself),2,2,0.0,1,0,4,3,0,4,1,1,0,0,0,0,1,1,0,0,1
1129,young_professional,25-34,Tier 2,Working Professional,"1,00,000-2,00,000",3-4 times/week,Gym,Weight loss,Lack of motivation,Non-vegetarian,None,Mix of both,No time to cook,Occasionally,Somewhat structured,<30 mins,No,"AI workout plan, Form correction via video",₹499-₹999,"All-in-one solution, Personalization",Neutral,Overweight,5,6-10,Lack of motivation,Never used any,₹199,Performance/strength,Partial control,3,2,1.0,1,0,3,2,1,1,1,1,0,0,0,0,0,1,0,0,1
1130,young_professional,18-24,Metro,Working Professional,"50,000-1,00,000",1-2 times/week,Home,Weight loss,Lack of knowledge,Non-vegetarian,None,Mix of both,No time to cook,Rarely,Highly unpredictable,30-60 mins,Yes,"Form correction via video, AI workout plan",₹999+,"Personalization, Expert guidance, Proven results",Very likely,Normal,5,20+,Busy schedule,No results,₹2000+,Mental well-being,Partial control,2,1,0.0,2,1,4,4,3,4,1,1,0,0,0,0,1,1,1,0,0
1131,busy_traveler,35-44,Tier 1,Working Professional,"20,000-50,000",1-2 times/week,Outdoors,General fitness,Lack of knowledge,Vegetarian,Other,Order food frequently,Lack of consistency,Frequently,Somewhat structured,30-60 mins,Yes,"AI workout plan, Allergy-specific diets, Travel-friendly plans",₹199-₹499,"All-in-one solution, Proven results",Neutral,Normal,4,0-5,Travel,Not personalized,₹999,Health concerns,Full control (cook myself),1,1,2.0,1,1,2,2,0,3,1,0,0,0,1,1,1,0,0,0,1
1132,gym_enthusiast,45-54,Tier 3 / Rural,Working Professional,"20,000-50,000",3-4 times/week,Gym,Muscle gain,No proper diet,Eggetarian,None,Home-cooked,Cravings,Rarely,Very structured,<30 mins,Yes,"Calorie tracking via photo, AI workout plan",₹199-₹499,"All-in-one solution, Proven results",Unlikely,Normal,2,0-5,Lack of motivation,Not personalized,₹999,Looking good (aesthetics),Very limited control (hostel/mess),1,2,0.0,0,0,2,1,0,3,1,0,0,1,0,0,1,0,0,0,1
1133,student_hostel,18-24,Tier 3 / Rural,Student,"<20,000",3-4 times/week,Gym,Muscle gain,Lack of time,Non-vegetarian,None,Mix of both,No time to cook,,Somewhat structured,<30 mins,Yes,"AI workout plan, Calorie tracking via photo, Allergy-specific diets",₹499-₹999,Expert guidance,Unlikely,Normal,2,11-20,Social events,Lost motivation,₹2000+,Performance/strength,Very limited control (hostel/mess),0,2,,1,0,3,1,2,4,1,0,0,1,0,1,0,0,1,0,0
